date and time,portfolio value,ticker,number of shares (no fractional shares),current market value of all shares held,current day profit/loss in dollars
datetime,portfolio_value,ticker,quantity,market_value,current_day_loss_profit
09/01/2020 13:27,16797.61,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[0.0, 0.0]"
09/01/2020 13:28,16797.61,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[0.0, 0.0]"
09/01/2020 13:29,16797.61,"['AMCR', 'PTEN']","[17, 47]","[188.02, 180.95]","[0.0, 0.0]"
09/01/2020 13:30,16794.2,"['AMCR', 'PTEN']","[17, 47]","[186.49, 179.07]","[-1.53, -1.88]"
09/01/2020 13:31,16793.73,"['AMCR', 'PTEN']","[17, 47]","[186.49, 178.6]","[-1.53, -2.35]"
09/01/2020 13:32,16793.48,"['AMCR', 'PTEN']","[17, 47]","[186.24, 178.6]","[-1.785, -2.35]"
09/01/2020 13:33,16794.67,"['AMCR', 'PTEN']","[17, 47]","[186.49, 179.54]","[-1.53, -1.41]"
09/01/2020 13:34,16795.38,"['AMCR', 'PTEN']","[17, 47]","[186.49, 180.25]","[-1.53, -0.705]"
09/01/2020 13:35,16793.9,"['AMCR', 'PTEN']","[17, 47]","[186.66, 178.6]","[-1.36, -2.35]"
09/01/2020 13:36,16793.09,"['AMCR', 'PTEN']","[17, 47]","[186.32, 178.13]","[-1.7, -2.82]"
09/01/2020 13:37,16793.56,"['AMCR', 'PTEN']","[17, 47]","[186.32, 178.6]","[-1.7, -2.35]"
09/01/2020 13:38,16794.03,"['AMCR', 'PTEN']","[17, 47]","[186.32, 179.07]","[-1.7, -1.88]"
09/01/2020 13:39,16794.12,"['AMCR', 'PTEN']","[17, 47]","[186.41, 179.07]","[-1.615, -1.88]"
09/01/2020 13:40,16794.54,"['AMCR', 'PTEN']","[17, 47]","[186.83, 179.07]","[-1.19, -1.88]"
09/01/2020 13:41,16795.4,"['AMCR', 'PTEN']","[17, 47]","[186.75, 180.01]","[-1.275, -0.94]"
09/01/2020 13:42,16795.17,"['AMCR', 'PTEN']","[17, 47]","[186.75, 179.78]","[-1.275, -1.175]"
09/01/2020 13:44,16795.08,"['AMCR', 'PTEN']","[17, 47]","[186.66, 179.78]","[-1.36, -1.175]"
09/01/2020 13:45,16794.67,"['AMCR', 'PTEN']","[17, 47]","[186.49, 179.54]","[-1.53, -1.41]"
09/01/2020 13:46,16794.74,"['AMCR', 'PTEN']","[17, 47]","[186.32, 179.78]","[-1.7, -1.175]"
09/01/2020 13:47,16795.6,"['AMCR', 'PTEN']","[17, 47]","[186.24, 180.72]","[-1.785, -0.235]"
09/01/2020 13:48,16795.83,"['AMCR', 'PTEN']","[17, 47]","[186.32, 180.87]","[-1.7, -0.0752]"
09/01/2020 13:49,16796.64,"['AMCR', 'PTEN']","[17, 47]","[186.58, 181.42]","[-1.445, 0.47]"
09/01/2020 13:50,16796.66,"['AMCR', 'PTEN']","[17, 47]","[186.83, 181.19]","[-1.19, 0.235]"
09/01/2020 13:51,16796.98,"['AMCR', 'PTEN']","[17, 47]","[186.92, 181.42]","[-1.105, 0.47]"
09/01/2020 13:52,16797.13,"['AMCR', 'PTEN']","[17, 47]","[186.83, 181.66]","[-1.19, 0.705]"
09/01/2020 13:53,16797.45,"['AMCR', 'PTEN']","[17, 47]","[186.92, 181.89]","[-1.105, 0.94]"
09/01/2020 13:54,16798.39,"['AMCR', 'PTEN']","[17, 47]","[186.92, 182.83]","[-1.105, 1.88]"
09/01/2020 13:55,16798.46,"['AMCR', 'PTEN']","[17, 47]","[186.75, 183.07]","[-1.275, 2.115]"
09/01/2020 13:56,16798.13,"['AMCR', 'PTEN']","[17, 47]","[186.66, 182.83]","[-1.36, 1.88]"
09/01/2020 13:57,16798.71,"['AMCR', 'PTEN']","[17, 47]","[187.0, 183.07]","[-1.02, 2.115]"
09/01/2020 13:58,16799.35,"['AMCR', 'PTEN']","[17, 47]","[187.17, 183.54]","[-0.85, 2.585]"
09/01/2020 13:59,16799.03,"['AMCR', 'PTEN']","[17, 47]","[187.09, 183.3]","[-0.935, 2.35]"
09/01/2020 14:00,16799.11,"['AMCR', 'PTEN']","[17, 47]","[187.17, 183.3]","[-0.85, 2.35]"
09/01/2020 14:01,16800.38,"['AMCR', 'PTEN']","[17, 47]","[187.26, 184.48]","[-0.765, 3.525]"
09/01/2020 14:02,16799.41,"['AMCR', 'PTEN']","[17, 47]","[187.0, 183.77]","[-1.02, 2.82]"
09/01/2020 14:03,16798.94,"['AMCR', 'PTEN']","[17, 47]","[187.0, 183.3]","[-1.02, 2.35]"
09/01/2020 14:04,16798.77,"['AMCR', 'PTEN']","[17, 47]","[186.83, 183.3]","[-1.19, 2.35]"
09/01/2020 14:05,16799.88,"['AMCR', 'PTEN']","[17, 47]","[187.0, 184.24]","[-1.02, 3.29]"
09/01/2020 14:06,16799.71,"['AMCR', 'PTEN']","[17, 47]","[186.83, 184.24]","[-1.19, 3.29]"
09/01/2020 14:08,16799.71,"['AMCR', 'PTEN']","[17, 47]","[186.83, 184.24]","[-1.19, 3.29]"
09/01/2020 14:09,16799.24,"['AMCR', 'PTEN']","[17, 47]","[186.83, 183.77]","[-1.19, 2.82]"
09/01/2020 14:10,16799.24,"['AMCR', 'PTEN']","[17, 47]","[186.83, 183.77]","[-1.19, 2.82]"
09/01/2020 14:11,16799.24,"['AMCR', 'PTEN']","[17, 47]","[186.83, 183.77]","[-1.19, 2.82]"
09/01/2020 14:12,16799.33,"['AMCR', 'PTEN']","[17, 47]","[186.92, 183.77]","[-1.105, 2.82]"
09/01/2020 14:13,16799.01,"['AMCR', 'PTEN']","[17, 47]","[186.83, 183.54]","[-1.19, 2.585]"
09/01/2020 14:14,16798.22,"['AMCR', 'PTEN']","[17, 47]","[186.75, 182.83]","[-1.275, 1.88]"
09/01/2020 14:15,16798.0,"['AMCR', 'PTEN']","[17, 47]","[187.0, 182.36]","[-1.02, 1.41]"
09/01/2020 14:16,16797.77,"['AMCR', 'PTEN']","[17, 47]","[187.0, 182.13]","[-1.02, 1.175]"
09/01/2020 14:17,16798.24,"['AMCR', 'PTEN']","[17, 47]","[187.0, 182.6]","[-1.02, 1.645]"
09/01/2020 14:18,16799.05,"['AMCR', 'PTEN']","[17, 47]","[187.34, 183.07]","[-0.68, 2.115]"
09/01/2020 14:19,16798.81,"['AMCR', 'PTEN']","[17, 47]","[187.34, 182.83]","[-0.68, 1.88]"
09/01/2020 14:20,16799.31,"['AMCR', 'PTEN']","[17, 47]","[187.6, 183.07]","[-0.425, 2.115]"
09/01/2020 14:21,16800.26,"['AMCR', 'PTEN']","[17, 47]","[187.85, 183.77]","[-0.17, 2.82]"
09/01/2020 14:22,16800.65,"['AMCR', 'PTEN']","[17, 47]","[187.77, 184.24]","[-0.255, 3.29]"
09/01/2020 14:23,16801.03,"['AMCR', 'PTEN']","[17, 47]","[187.68, 184.71]","[-0.34, 3.76]"
09/01/2020 14:24,16800.33,"['AMCR', 'PTEN']","[17, 47]","[187.68, 184.01]","[-0.34, 3.055]"
09/01/2020 14:25,16800.65,"['AMCR', 'PTEN']","[17, 47]","[187.77, 184.24]","[-0.255, 3.29]"
09/01/2020 14:26,16800.65,"['AMCR', 'PTEN']","[17, 47]","[187.77, 184.24]","[-0.255, 3.29]"
09/01/2020 14:27,16800.73,"['AMCR', 'PTEN']","[17, 47]","[187.85, 184.24]","[-0.17, 3.29]"
09/01/2020 14:28,16800.26,"['AMCR', 'PTEN']","[17, 47]","[187.85, 183.77]","[-0.17, 2.82]"
09/01/2020 14:29,16800.26,"['AMCR', 'PTEN']","[17, 47]","[187.85, 183.77]","[-0.17, 2.82]"
09/01/2020 14:30,16800.82,"['AMCR', 'PTEN']","[17, 47]","[187.94, 184.24]","[-0.085, 3.29]"
09/01/2020 14:32,16800.82,"['AMCR', 'PTEN']","[17, 47]","[187.94, 184.24]","[-0.085, 3.29]"
09/01/2020 14:33,16800.8,"['AMCR', 'PTEN']","[17, 47]","[187.68, 184.48]","[-0.34, 3.525]"
09/01/2020 14:34,16800.97,"['AMCR', 'PTEN']","[17, 47]","[187.85, 184.48]","[-0.17, 3.525]"
09/01/2020 14:35,16801.06,"['AMCR', 'PTEN']","[17, 47]","[187.94, 184.48]","[-0.085, 3.525]"
09/01/2020 14:36,16800.73,"['AMCR', 'PTEN']","[17, 47]","[187.85, 184.24]","[-0.17, 3.29]"
09/01/2020 14:37,16800.72,"['AMCR', 'PTEN']","[17, 47]","[187.94, 184.14]","[-0.085, 3.1913]"
09/01/2020 14:38,16801.07,"['AMCR', 'PTEN']","[17, 47]","[188.19, 184.24]","[0.17, 3.29]"
09/01/2020 14:39,16801.07,"['AMCR', 'PTEN']","[17, 47]","[188.19, 184.24]","[0.17, 3.29]"
09/01/2020 14:40,16800.76,"['AMCR', 'PTEN']","[17, 47]","[188.11, 184.01]","[0.085, 3.055]"
09/01/2020 14:41,16801.24,"['AMCR', 'PTEN']","[17, 47]","[188.36, 184.24]","[0.34, 3.29]"
09/01/2020 14:42,16801.33,"['AMCR', 'PTEN']","[17, 47]","[188.45, 184.24]","[0.425, 3.29]"
09/01/2020 14:43,16801.41,"['AMCR', 'PTEN']","[17, 47]","[188.53, 184.24]","[0.51, 3.29]"
09/01/2020 14:44,16801.1,"['AMCR', 'PTEN']","[17, 47]","[188.45, 184.01]","[0.425, 3.055]"
09/01/2020 14:45,16801.88,"['AMCR', 'PTEN']","[17, 47]","[188.53, 184.71]","[0.51, 3.76]"
09/01/2020 14:46,16801.48,"['AMCR', 'PTEN']","[17, 47]","[188.53, 184.31]","[0.51, 3.3558]"
09/01/2020 14:47,16801.82,"['AMCR', 'PTEN']","[17, 47]","[188.7, 184.48]","[0.68, 3.525]"
09/01/2020 14:48,16801.58,"['AMCR', 'PTEN']","[17, 47]","[188.7, 184.24]","[0.68, 3.29]"
09/01/2020 14:49,16800.69,"['AMCR', 'PTEN']","[17, 47]","[188.28, 183.77]","[0.255, 2.82]"
09/01/2020 14:50,16800.69,"['AMCR', 'PTEN']","[17, 47]","[188.28, 183.77]","[0.255, 2.82]"
09/01/2020 14:51,16800.89,"['AMCR', 'PTEN']","[17, 47]","[188.28, 183.97]","[0.255, 3.0221]"
09/01/2020 14:52,16800.39,"['AMCR', 'PTEN']","[17, 47]","[188.45, 183.3]","[0.425, 2.35]"
09/01/2020 14:54,16800.47,"['AMCR', 'PTEN']","[17, 47]","[188.53, 183.3]","[0.51, 2.35]"
09/01/2020 14:55,16799.82,"['AMCR', 'PTEN']","[17, 47]","[188.11, 183.07]","[0.085, 2.115]"
09/01/2020 14:56,16799.35,"['AMCR', 'PTEN']","[17, 47]","[188.11, 182.6]","[0.085, 1.645]"
09/01/2020 14:57,16799.36,"['AMCR', 'PTEN']","[17, 47]","[188.11, 182.61]","[0.085, 1.6638]"
09/01/2020 14:58,16799.75,"['AMCR', 'PTEN']","[17, 47]","[188.28, 182.83]","[0.255, 1.88]"
09/01/2020 14:59,16799.58,"['AMCR', 'PTEN']","[17, 47]","[188.11, 182.83]","[0.085, 1.88]"
09/01/2020 15:00,16799.49,"['AMCR', 'PTEN']","[17, 47]","[188.02, 182.83]","[0.0, 1.88]"
09/01/2020 15:01,16799.02,"['AMCR', 'PTEN']","[17, 47]","[188.02, 182.36]","[0.0, 1.41]"
09/01/2020 15:02,16798.64,"['AMCR', 'PTEN']","[17, 47]","[188.11, 181.89]","[0.085, 0.94]"
09/01/2020 15:03,16798.55,"['AMCR', 'PTEN']","[17, 47]","[188.02, 181.89]","[0.0, 0.94]"
09/01/2020 15:04,16798.55,"['AMCR', 'PTEN']","[17, 47]","[188.02, 181.89]","[0.0, 0.94]"
09/01/2020 15:05,16799.6,"['AMCR', 'PTEN']","[17, 47]","[188.36, 182.6]","[0.34, 1.645]"
09/01/2020 15:06,16799.92,"['AMCR', 'PTEN']","[17, 47]","[188.45, 182.83]","[0.425, 1.88]"
09/01/2020 15:07,16799.92,"['AMCR', 'PTEN']","[17, 47]","[188.45, 182.83]","[0.425, 1.88]"
09/01/2020 15:08,16800.33,"['AMCR', 'PTEN']","[17, 47]","[188.62, 183.07]","[0.595, 2.115]"
09/01/2020 15:09,16800.56,"['AMCR', 'PTEN']","[17, 47]","[188.62, 183.3]","[0.595, 2.35]"
09/01/2020 15:10,16800.73,"['AMCR', 'PTEN']","[17, 47]","[188.79, 183.3]","[0.765, 2.35]"
09/01/2020 15:11,16800.47,"['AMCR', 'PTEN']","[17, 47]","[188.53, 183.3]","[0.51, 2.35]"
09/01/2020 15:12,16799.62,"['AMCR', 'PTEN']","[17, 47]","[188.62, 182.36]","[0.595, 1.41]"
09/01/2020 15:13,16799.77,"['AMCR', 'PTEN']","[17, 47]","[188.53, 182.6]","[0.51, 1.645]"
09/01/2020 15:14,16799.77,"['AMCR', 'PTEN']","[17, 47]","[188.53, 182.6]","[0.51, 1.645]"
09/01/2020 15:15,16800.26,"['AMCR', 'PTEN']","[17, 47]","[188.79, 182.83]","[0.765, 1.88]"
09/01/2020 15:16,16799.94,"['AMCR', 'PTEN']","[17, 47]","[188.7, 182.6]","[0.68, 1.645]"
09/01/2020 15:18,16800.43,"['AMCR', 'PTEN']","[17, 47]","[188.96, 182.83]","[0.935, 1.88]"
09/01/2020 15:19,16799.4,"['AMCR', 'PTEN']","[17, 47]","[188.87, 181.89]","[0.85, 0.94]"
09/01/2020 15:20,16799.32,"['AMCR', 'PTEN']","[17, 47]","[188.79, 181.89]","[0.765, 0.94]"
09/01/2020 15:21,16799.39,"['AMCR', 'PTEN']","[17, 47]","[188.62, 182.13]","[0.595, 1.175]"
09/01/2020 15:22,16799.87,"['AMCR', 'PTEN']","[17, 47]","[188.87, 182.36]","[0.85, 1.41]"
09/01/2020 15:23,16799.87,"['AMCR', 'PTEN']","[17, 47]","[188.87, 182.36]","[0.85, 1.41]"
09/01/2020 15:24,16799.23,"['AMCR', 'PTEN']","[17, 47]","[188.7, 181.89]","[0.68, 0.94]"
09/01/2020 15:25,16799.39,"['AMCR', 'PTEN']","[17, 47]","[188.62, 182.13]","[0.595, 1.175]"
09/01/2020 15:26,16799.32,"['AMCR', 'PTEN']","[17, 47]","[188.79, 181.89]","[0.765, 0.94]"
09/01/2020 15:27,16799.47,"['AMCR', 'PTEN']","[17, 47]","[188.7, 182.13]","[0.68, 1.175]"
09/01/2020 15:28,16799.23,"['AMCR', 'PTEN']","[17, 47]","[188.7, 181.89]","[0.68, 0.94]"
09/01/2020 15:29,16799.23,"['AMCR', 'PTEN']","[17, 47]","[188.7, 181.89]","[0.68, 0.94]"
09/01/2020 15:30,16799.32,"['AMCR', 'PTEN']","[17, 47]","[188.79, 181.89]","[0.765, 0.94]"
09/01/2020 15:31,16799.81,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.13]","[1.02, 1.175]"
09/01/2020 15:32,16799.49,"['AMCR', 'PTEN']","[17, 47]","[188.96, 181.89]","[0.935, 0.94]"
09/01/2020 15:33,16799.73,"['AMCR', 'PTEN']","[17, 47]","[188.96, 182.13]","[0.935, 1.175]"
09/01/2020 15:34,16799.66,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.89]","[1.105, 0.94]"
09/01/2020 15:35,16800.54,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.6]","[1.275, 1.645]"
09/01/2020 15:36,16800.21,"['AMCR', 'PTEN']","[17, 47]","[189.21, 182.36]","[1.19, 1.41]"
09/01/2020 15:37,16800.37,"['AMCR', 'PTEN']","[17, 47]","[189.13, 182.6]","[1.105, 1.645]"
09/01/2020 15:38,16800.28,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.6]","[1.02, 1.645]"
09/01/2020 15:39,16800.28,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.6]","[1.02, 1.645]"
09/01/2020 15:40,16800.37,"['AMCR', 'PTEN']","[17, 47]","[189.13, 182.6]","[1.105, 1.645]"
09/01/2020 15:41,16800.28,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.6]","[1.02, 1.645]"
09/01/2020 15:43,16800.28,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.6]","[1.02, 1.645]"
09/01/2020 15:44,16800.47,"['AMCR', 'PTEN']","[17, 47]","[189.47, 182.36]","[1.445, 1.41]"
09/01/2020 15:45,16800.07,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.13]","[1.275, 1.175]"
09/01/2020 15:46,16799.98,"['AMCR', 'PTEN']","[17, 47]","[189.21, 182.13]","[1.19, 1.175]"
09/01/2020 15:47,16800.38,"['AMCR', 'PTEN']","[17, 47]","[189.38, 182.36]","[1.36, 1.41]"
09/01/2020 15:48,16800.3,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.36]","[1.275, 1.41]"
09/01/2020 15:49,16800.3,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.36]","[1.275, 1.41]"
09/01/2020 15:50,16800.07,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.13]","[1.275, 1.175]"
09/01/2020 15:51,16800.3,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.36]","[1.275, 1.41]"
09/01/2020 15:52,16800.77,"['AMCR', 'PTEN']","[17, 47]","[189.3, 182.83]","[1.275, 1.88]"
09/01/2020 15:53,16800.68,"['AMCR', 'PTEN']","[17, 47]","[189.21, 182.83]","[1.19, 1.88]"
09/01/2020 15:54,16800.28,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.6]","[1.02, 1.645]"
09/01/2020 15:55,16800.28,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.6]","[1.02, 1.645]"
09/01/2020 15:56,16800.04,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.36]","[1.02, 1.41]"
09/01/2020 15:57,16799.57,"['AMCR', 'PTEN']","[17, 47]","[189.04, 181.89]","[1.02, 0.94]"
09/01/2020 15:58,16799.81,"['AMCR', 'PTEN']","[17, 47]","[189.04, 182.13]","[1.02, 1.175]"
09/01/2020 15:59,16798.87,"['AMCR', 'PTEN']","[17, 47]","[189.04, 181.19]","[1.02, 0.235]"
09/01/2020 16:00,16799.19,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.42]","[1.105, 0.47]"
09/01/2020 16:01,16799.19,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.42]","[1.105, 0.47]"
09/01/2020 16:02,16799.19,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.42]","[1.105, 0.47]"
09/01/2020 16:03,16799.34,"['AMCR', 'PTEN']","[17, 47]","[189.04, 181.66]","[1.02, 0.705]"
09/01/2020 16:04,16799.43,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.66]","[1.105, 0.705]"
09/01/2020 16:05,16799.43,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.66]","[1.105, 0.705]"
09/01/2020 16:07,16799.57,"['AMCR', 'PTEN']","[17, 47]","[189.04, 181.89]","[1.02, 0.94]"
09/01/2020 16:08,16799.9,"['AMCR', 'PTEN']","[17, 47]","[189.13, 182.13]","[1.105, 1.175]"
09/01/2020 16:09,16799.43,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.66]","[1.105, 0.705]"
09/01/2020 16:10,16799.66,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.89]","[1.105, 0.94]"
09/01/2020 16:11,16799.43,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.66]","[1.105, 0.705]"
09/01/2020 16:12,16799.19,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.42]","[1.105, 0.47]"
09/01/2020 16:13,16799.19,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.42]","[1.105, 0.47]"
09/01/2020 16:14,16798.72,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.95]","[1.105, 0.0]"
09/01/2020 16:15,16798.96,"['AMCR', 'PTEN']","[17, 47]","[189.13, 181.19]","[1.105, 0.235]"
09/01/2020 16:16,16798.87,"['AMCR', 'PTEN']","[17, 47]","[189.04, 181.19]","[1.02, 0.235]"
09/01/2020 16:17,16798.57,"['AMCR', 'PTEN']","[17, 47]","[189.21, 180.72]","[1.19, -0.235]"
09/01/2020 16:18,16798.4,"['AMCR', 'PTEN']","[17, 47]","[189.04, 180.72]","[1.02, -0.235]"
09/01/2020 16:19,16798.02,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.25]","[1.105, -0.705]"
09/01/2020 16:20,16798.15,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.38]","[1.105, -0.5734]"
09/01/2020 16:21,16798.25,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.48]","[1.105, -0.47]"
09/01/2020 16:22,16798.72,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.95]","[1.105, 0.0]"
09/01/2020 16:23,16798.72,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.95]","[1.105, 0.0]"
09/01/2020 16:24,16798.49,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.72]","[1.105, -0.235]"
09/01/2020 16:25,16798.23,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.72]","[0.85, -0.235]"
09/01/2020 16:26,16798.32,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.72]","[0.935, -0.235]"
09/01/2020 16:27,16798.46,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.95]","[0.85, 0.0]"
09/01/2020 16:28,16797.99,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.48]","[0.85, -0.47]"
09/01/2020 16:29,16798.08,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.48]","[0.935, -0.47]"
09/01/2020 16:30,16798.08,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.48]","[0.935, -0.47]"
09/01/2020 16:32,16798.32,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.72]","[0.935, -0.235]"
09/01/2020 16:33,16798.55,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.95]","[0.935, 0.0]"
09/01/2020 16:34,16798.32,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.72]","[0.935, -0.235]"
09/01/2020 16:35,16798.08,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.48]","[0.935, -0.47]"
09/01/2020 16:36,16797.52,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.01]","[0.85, -0.94]"
09/01/2020 16:37,16797.69,"['AMCR', 'PTEN']","[17, 47]","[189.04, 180.01]","[1.02, -0.94]"
09/01/2020 16:38,16797.61,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.01]","[0.935, -0.94]"
09/01/2020 16:39,16797.3,"['AMCR', 'PTEN']","[17, 47]","[189.04, 179.62]","[1.02, -1.3348]"
09/01/2020 16:40,16797.52,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.01]","[0.85, -0.94]"
09/01/2020 16:41,16797.52,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.01]","[0.85, -0.94]"
09/01/2020 16:42,16798.25,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.48]","[1.105, -0.47]"
09/01/2020 16:43,16798.25,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.48]","[1.105, -0.47]"
09/01/2020 16:44,16798.42,"['AMCR', 'PTEN']","[17, 47]","[189.3, 180.48]","[1.275, -0.47]"
09/01/2020 16:45,16798.19,"['AMCR', 'PTEN']","[17, 47]","[189.3, 180.25]","[1.275, -0.705]"
09/01/2020 16:46,16798.03,"['AMCR', 'PTEN']","[17, 47]","[189.38, 180.01]","[1.36, -0.94]"
09/01/2020 16:47,16797.78,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.01]","[1.105, -0.94]"
09/01/2020 16:48,16797.78,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.01]","[1.105, -0.94]"
09/01/2020 16:49,16798.25,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.48]","[1.105, -0.47]"
09/01/2020 16:50,16797.78,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.01]","[1.105, -0.94]"
09/01/2020 16:51,16798.25,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.48]","[1.105, -0.47]"
09/01/2020 16:52,16798.49,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.72]","[1.105, -0.235]"
09/01/2020 16:53,16798.62,"['AMCR', 'PTEN']","[17, 47]","[189.13, 180.85]","[1.105, -0.0987]"
09/01/2020 16:54,16798.55,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.95]","[0.935, 0.0]"
09/01/2020 16:55,16798.55,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.95]","[0.935, 0.0]"
09/01/2020 16:57,16798.55,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.95]","[0.935, 0.0]"
09/01/2020 16:58,16798.08,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.48]","[0.935, -0.47]"
09/01/2020 16:59,16798.32,"['AMCR', 'PTEN']","[17, 47]","[188.96, 180.72]","[0.935, -0.235]"
09/01/2020 17:00,16798.28,"['AMCR', 'PTEN']","[17, 47]","[188.79, 180.85]","[0.765, -0.0987]"
09/01/2020 17:01,16798.46,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.95]","[0.85, 0.0]"
09/01/2020 17:02,16798.46,"['AMCR', 'PTEN']","[17, 47]","[188.87, 180.95]","[0.85, 0.0]"
09/01/2020 17:03,16798.25,"['AMCR', 'PTEN']","[17, 47]","[188.79, 180.82]","[0.765, -0.1269]"
09/01/2020 17:04,16797.91,"['AMCR', 'PTEN']","[17, 47]","[188.79, 180.48]","[0.765, -0.47]"
09/01/2020 17:05,16798.15,"['AMCR', 'PTEN']","[17, 47]","[188.79, 180.72]","[0.765, -0.235]"
09/01/2020 17:06,16798.15,"['AMCR', 'PTEN']","[17, 47]","[188.79, 180.72]","[0.765, -0.235]"
09/01/2020 17:07,16798.62,"['AMCR', 'PTEN']","[17, 47]","[188.79, 181.19]","[0.765, 0.235]"
09/01/2020 17:08,16798.62,"['AMCR', 'PTEN']","[17, 47]","[188.79, 181.19]","[0.765, 0.235]"
09/01/2020 17:09,16798.38,"['AMCR', 'PTEN']","[17, 47]","[188.79, 180.95]","[0.765, 0.0047]"
09/01/2020 17:10,16798.66,"['AMCR', 'PTEN']","[17, 47]","[188.7, 181.32]","[0.68, 0.3713]"
09/01/2020 17:11,16798.75,"['AMCR', 'PTEN']","[17, 47]","[188.79, 181.32]","[0.765, 0.3713]"
09/01/2020 17:12,16798.68,"['AMCR', 'PTEN']","[17, 47]","[188.62, 181.42]","[0.595, 0.47]"
09/01/2020 17:13,16798.59,"['AMCR', 'PTEN']","[17, 47]","[188.53, 181.42]","[0.51, 0.47]"
09/01/2020 17:14,16798.45,"['AMCR', 'PTEN']","[17, 47]","[188.62, 181.19]","[0.595, 0.235]"
09/01/2020 17:15,16798.59,"['AMCR', 'PTEN']","[17, 47]","[188.53, 181.42]","[0.51, 0.47]"
09/01/2020 17:16,16798.68,"['AMCR', 'PTEN']","[17, 47]","[188.62, 181.42]","[0.595, 0.47]"
09/01/2020 17:17,16798.51,"['AMCR', 'PTEN']","[17, 47]","[188.45, 181.42]","[0.425, 0.47]"
09/01/2020 17:18,16797.95,"['AMCR', 'PTEN']","[17, 47]","[188.36, 180.95]","[0.34, 0.0]"
09/01/2020 17:19,16798.28,"['AMCR', 'PTEN']","[17, 47]","[188.45, 181.19]","[0.425, 0.235]"
09/01/2020 17:21,16798.28,"['AMCR', 'PTEN']","[17, 47]","[188.45, 181.19]","[0.425, 0.235]"
09/01/2020 17:22,16798.51,"['AMCR', 'PTEN']","[17, 47]","[188.45, 181.42]","[0.425, 0.47]"
